Store GPS,Zone
"-25.997025,28.1721817",
"-26.0395567,28.176285",
"-25.9860983,28.1765683",
"-26.23269,27.9470367",
"-26.0142383,28.1950317",
"-26.00311,28.2289667",
"-26.199588,27.875646",
"-26.0023833,28.179515",
"-26.2302557,27.8716182",
"-26.0148883,28.1937017",
"-26.245035,27.822545",
"-26.2272417,27.8863367",
"-26.226565,27.8865867",
"-26.0001308,28.1943612",
"-26.23507,27.9495383",
"-26.2467117,27.823145",
"-25.972604,28.226887",
"-25.9857117,28.2297683",
"-26.2096017,27.877795",
"-26.24143,27.955015",
"-26.0335383,28.2077567",
"-25.988235,28.1828833",
"-26.246985,27.9533183",
"-25.98654,28.2429283",
"-26.2535633,27.877625",
"-26.2328941,27.8800418",
"-26.2122183,27.8603983",
"-26.2086717,27.8622583",
"-25.9851864,28.2042317",
"-26.2487667,27.830145",
"-26.0224033,28.2210033",
"-25.981155,28.20843",
"-26.00756,28.177901",
"-25.9822476,28.2053284",
"-26.208975,27.8806683",
"-26.2077,27.882225",
"-26.0394683,28.2141683",
"-26.2103283,27.8613033",
"-26.2071033,27.8594567",
"-26.008465,28.1912733",
"-25.9430367,28.0096617",
"-25.9817717,28.2090433",
"-25.9357067,28.0039567",
"-26.218049,27.908174",
"-26.24316,27.9409567",
"-26.028744,28.170761",
"-25.9325467,28.0009717",
"-26.2376017,27.9521917",
"-26.237835,27.8614067",
"-26.2513183,27.945195",
"-26.2408,27.9571433",
"-26.2099783,27.9023483",
"-25.9878866,28.212274",
"-26.26264,27.8524817",
"-25.917731,28.020249",
"-26.1899504,27.8456124",
"-26.02392,28.20801",
"-26.2070333,27.88877",
"-26.022006,28.236456",
"-26.007425,28.19158",
"-26.0026017,28.202795",
"-26.262778,27.8629653",
"-25.9990455,28.2459011",
"-25.9991135,28.2407843",
"-26.2322533,27.8786867",
"-26.005245,28.2448217",
"-26.206465,27.8639733",
"-26.2060517,27.8835217",
"-25.990115,28.2415933",
"-26.2474783,27.8224200",
"-26.2327866,27.9485149",
"-26.2476683,27.9446733",
"-25.9383749,28.0076366",
"-26.2556016,27.8658283",
"-25.9970300,28.2142299",
"-25.9977766,28.2037133",
"-25.9779833,28.2039766",
"-25.9866783,28.2028283",
"-25.9974107,28.1687683",
"-25.9219416,28.0197716",
"-26.01082,28.1867166",
"-26.2424466,27.9241833",
"-25.996551,28.222509",
"-25.9977066,28.235305",
"-26.2450133,27.9409216",
"-26.2097616,27.8934666",
"-26.2449416,27.8223616",
"-26.2166366,27.908165",
"-26.2342,27.9467033",
"-26.2588766,27.8470633",
"-26.025087,28.204025",
"-26.2116966,27.89366166",
"-26.0248066,28.205694",
"-26.2186366,27.8957649",
"-26.0128541,28.1918021",
"-26.2435416,27.8213916",
"-26.2445584,27.9448166",
"-25.9211416,28.0177783",
"-26.2384333,27.9535566",
"-26.0294663,28.2060596",
"-25.9981933,28.2142667",
"-26.2398999,27.94199",
"-25.9878617,28.2063583",
"-26.0128283,28.1965733",
"-26.2216683,27.8942517",
"-25.702594,28.336275",
"-26.0257233,28.2063450",
"-26.2481714,27.9392343",
"-26.2246562,27.8595314",
"-25.9715845,28.2093496",
"-25.986185,28.2132383",
"-25.931273,28.0034729",
"-26.2311384,27.8075127",
"-26.2134582,27.8822392",
"-26.0210743,28.2009416",
"-26.0208905,28.2002105",
"-25.9326181,27.9997767",
"-25.9328294,28.014861",
"-26.0267785,28.2027695",
"-26.0270497,28.2078873",
"-25.9703619,28.2117252 ",
"-26.2578419,27.8467113",
"-26.2170273,27.9399903",
"-26.2437932,27.9346027",
"-26.2143873,27.9455861",
"-26.256232,27.9382639",
"-26.251605,27.9385867",
"-25.9730153,28.208984",
"-26.2123032,27.915197",
"-26.2381015,27.9261487 ",
"-26.2170004,27.9170278",
"-26.2374964,27.9371656",
"-26.241838,27.9261816",
"-26.2025386,27.8631942",
"-26.2398813,27.9499793",
"-26.2515781,27.9587653",
"-26.021798,28.201533",
"-26.028142,28.2075218",
"-25.935848,28.0136683",
"-26.2095271,27.9042118",
"-26.2134637,27.9499793",
"-26.2204939,27.9100706",
"-26.2551084,27.9049441",
"-26.2446069,27.9049441",
"-25.9364856,28.0036798",
"-26.0246936,28.2033814",
"-26.2100168,27.8767049",
"-26.2212065,27.8840704",
"-26.2081266,27.8785769",
"-26.2491202,27.8236327",
"-26.024805,28.2041518",
"-25.9196245,28.0231831",
"-25.9170014,28.0195236",
"-25.9222224,28.0219209",
"-25.9173403,28.0195236",
"-25.9200654,28.0209431",
"-25.9199942,28.0210285",
"-25.9239671,28.0155903",
"-25.9166512,28.0228171",
"-26.2353018,27.9388911",
"-26.2406515,27.9463183",
"-25.9282032,28.0044011",
"-25.9225441,28.0162643",
"-25.9227673,28.0184372",
"-26.2594379,27.8472601",
"-25.920070,28.015958",
"-26.0312645,28.2071562",
"-26.0195492,28.1914872",
"-26.0257926,28.2042317",
"-26.0230385,28.2012009",
"-25.9971295,28.2133706",
"-25.9979206,28.2064251",
"-25.995184,28.2049629",
"-25.9793973,28.2108118",
"-25.9798425,28.2119084",
"-26.2239966,27.8141074",
"-26.0267785,28.2027695",
"-26.0052633,28.239525",
"-26.234601,27.9203233",
"-26.028896,28.2071562",
"-26.03169,28.2115429",
"-26.2345236,27.952908",
"-26.0341514,28.1822965",
"-26.2494427,27.9538698",
"-26.2612688,27.8502321",
"-26.2486796,27.8305933",
"-26.0295728,28.2071562",
"-26.0314965,28.2060596",
"-26.037951,28.1819309",
"-26.0293117,28.2067907",
"-26.0270497,28.2078873",
"-26.0355157,28.1870493",
"-26.034567,28.1819309",
"-26.0291819,28.2196027",
"-25.9982229,28.235741",
"-25.9736342,28.2130995",
"-25.9879594,28.1991138",
"-26.2457634,27.9397284",
"-26.0207207,28.229803",
"-26.0254448,28.1860015",
"-26.2443876,27.8591652",
"-26.2161134,27.8679556",
"-26.2516993,27.8552788",
"-26.0220004,28.1990528",
"-26.0170399,28.1896085",
"-26.028142,28.2075218",
"-26.2386508,27.9236186",
"-26.2341396,27.9466844",
"-25.9782629,28.2008546",
"-26.243737,27.930167",
"-26.2386508,27.9236186",
"-26.2582125,27.8481765",
"-26.2226866,27.863507",
"-26.0188201,28.1939956",
"-26.0225635,28.2035006",
"-26.0238067,28.20856",
"-26.0058764,28.2024039",
"-26.0219641,28.203135",
"-26.0138803,28.1965547",
"-26.000208,28.1939956",
"-26.0222936,28.2111773",
"-26.0181269,28.2100807",
"-26.023125,28.2104462",
"-26.0181269,28.2100807",
"-26.0209698,28.1913262",
"-26.2243915,27.8785769",
"-26.2448963,27.9631582",
"-26.0336585,28.1830277",
"-25.9876867,28.2250733",
"-26.2156565,27.8909091",
"-26.2414218,27.9184925",
"-26.243737,27.930167",
"-26.0222627,28.1969203",
"-26.2372087,27.8945991",
"-26.0167254,28.2119084",
"-26.0398979,28.1851059",
"-26.2559606,27.8312743",
"-26.0181821,28.2124732",
"-26.0398982,28.1851056",
"-26.0187139,28.2121148",
"-26.2285677,27.9313217",
"-26.0182574,28.1870493",
"-26.0104219,28.2097151",
"-26.0282697,28.2032283",
"-26.0132946,28.1801028",
"-26.0290315,28.2097151",
"-25.9722042,28.1187553",
"-26.031369,28.161821",
"-26.2411989,27.9434077",
"-25.9817697,28.2236056",
"-26.0270012,28.2128067",
"-26.028269,28.2032281",
"-26.0222936,28.2111773",
"-26.0069334,28.2214124",
"-26.0433178,28.2221435",
"-26.0262563,28.2020383",
"-25.9282432,28.0062095",
"-25.995776,28.2133706",
"-25.9817697,28.2236056",
"-26.0157801,28.197443",
"-26.0157733,28.1974222",
"-26.0230283,28.212609",
"-26.011129,28.1956956",
"-25.9909621,28.2113917",
"-25.993193,28.2187837",
"-25.9937125,28.2178496",
"-26.0246142,28.1789156",
"-26.2428831,27.9330925",
"-26.2425086,27.9149044",
"-25.9813356,28.2228905",
"-26.026895,28.2086185",
"-26.2593134,27.9380105",
"-26.235395,27.9260494",
"-26.0238811,28.1764466",
"-26.2457049,27.9248043",
"-25.995195,28.2097151",
"-26.0283839,28.2111773",
"-25.99691,28.2103849",
"-26.043035,28.1834233",
"-26.2185042,27.8727169",
"-25.9882582,28.2393224",
"-25.995776,28.2133706",
"-26.019003,28.176707",
"-25.9795663,28.2276263",
"-26.23309,27.936394",
"-26.0210975,28.2007129",
"-26.0055158,28.1928989",
"-26.005538,28.2024039",
"-26.0148875,28.2045973",
"-25.9883779,28.1968624",
"-25.9870329,28.2035006",
"-26.0194816,28.1764466",
"-26.0164714,28.1698652",
"-26.0140473,28.1733981",
"-26.2195208,27.8727169",
"-26.2211081,27.8634556",
"-26.2205256,27.8566012",
"-25.9863892,28.2089919",
"-25.9877799,28.2111773",
"-25.9863084,28.2053284",
"-25.9812471,28.2054434",
"-26.0433178,28.2221435",
"-26.0002324,28.1942218",
"-25.9909393,28.2042317",
"-26.2352383,27.9070376",
"-26.0030174,28.2099127",
"-26.0019459,28.1778466",
"-26.2387738,27.9214217",
"-26.0093928,28.1921677",
"-25.9830084,28.2305504",
"-26.0088999,28.1928989",
"-25.9943364,28.1881461",
"-26.2386507,27.9236186",
"-26.2217686,27.8893752",
"-25.9301823,28.0040971",
"-26.0222936,28.2111773",
"-26.0222936,28.2111773",
"-26.0000096,28.2093496",
"-26.2739109,27.8430025",
"-25.996692,28.2042317",
"-26.0200522,28.2262273",
"-26.0181354,28.2020383",
"-26.001102,28.208984",
"-25.9871141,28.2159294",
"-26.00496,28.2115429",
"-25.9846204,28.2181226",
"-26.0279878,28.203431",
"-26.0062946,28.2148328",
"-25.9592648,28.2067907",
"-26.2236235,27.8822392",
"-26.2873399,27.8514732",
"-25.9860472,28.2049629",
"-25.9811702,28.2232401",
"-26.0166481,28.212274",
"-25.9865105,28.2027695",
"-26.0063766,28.19363",
"-26.0000831,28.1961891",
"-26.0045118,28.1976514",
"-26.2247033,27.9417833",
"-26.2230383,27.9303367",
"-26.0000831,28.1961891",
"-26.0000831,28.1961891",
"-25.9365159,28.0056169",
"-26.0298152,28.2021323",
"-25.9802364,28.2108083",
"-25.9758824,28.2215419",
"-25.9364428,28.0117405",
"-26.0317575,28.2064251",
"-25.9860472,28.2049629",
"-25.9721604,28.2002105",
"-25.9855951,28.2119084",
"-25.9943364,28.1881461",
"-26.0131447,28.19363",
"-26.0092151,28.2298194",
"-26.1066818,28.224055",
"-26.0175283,28.222509",
"-26.0157341,28.1877805",
"-26.2306451,27.9121618",
"-25.969055,28.1972859",
"-25.9859239,28.2026749",
"-25.9824065,28.1957018",
"-25.9820642,28.2079872",
"-25.9847749,28.2173916",
"-26.2599229,27.952908",
"-26.2208283,27.8288733",
"-26.2395426,27.9499793",
"-26.2194189,27.9062695",
"-26.2270177,27.9223352",
"-26.2379926,27.9285551",
"-26.2238393,27.9280123",
"-26.2404446,27.9117378",
"-26.2274273,27.9335043",
"-26.2214054,27.8119092",
"-26.2147542,27.9490659",
"-26.0221356,28.212692",
"-26.0362619,28.2203158",
"-26.0134807,28.1696705",
"-26.0039782,28.1921677",
"-26.0008076,28.1943612",
"-26.2364954,27.9419251",
"-25.9938436,28.1888773",
"-25.9852521,28.1991138",
"-26.2342866,27.944756",
