Account,Acc Name,Del Name,Delivery Add1,Delivery Add2,Delivery Add3,Postal Code
TA1015764,ZZZ-INFOTECH SYSTEMS/ T/A SUNDU JERE,ZZZ-INFOTECH SYSTEMS/ T/A SUNDU JERE,MDC HOUSE  GROUND FLOOR,GLYNN JONES ROAD  BLANTYRE,MALAWI,'2000
TA1015776,EMPOWERPRINT (PTY) LTD T/A PRINTOUT SOLUTIONS (PTY,EMPOWERPRINT T/A PRINTOUT SOLUTIONS (PTY) LTD,253 ALBERT AMON RD,MILLENIUM BUSINESS PARK,MEADOWDALE,'1613
TA1015786,SAHARA COMPUTERS (PTY) LTD,SAHARA COMPUTERS (PTY) LTD,89 GAZELLE AVE,CORPORATE PARK,MIDRAND  JHB,'1685
TA1015798,ELTRA AFRICA CC,ELTRA AFRICA CC,63 WRIGHT ROAD,NUFFIELD,SPRINGS,'1567
TA1015799,TRIPLE S SOLUTIONS CC,TRIPLE S SOLUTIONS ,1 ST FLOOR  ROTA COURT,64 GRANT AVENUE CNR ALGERNON ROAD,NORWOOD,'2037
TA1015800,LASCOM MANAGEMENT SYSTEMS CC,LASCOM MANAGEMENT SYSTEMS CC,UNIT F1  PINEWOOD SQUARE,PINEWOOD OFFICE PARK  33 RILEY ROAD,WOODMEAD  SANDTON  JHB,'2128
TA1015803,ABOUT IT NETWORKING,ABOUT IT NETWORKING,86 SKILPAD STRAAT,MONUMENTPARK,PTA,'0046
TA1015845,ELITE OFFICE SYSTEMS (PTY) LTD,ELITE OFFICE SYSTEMS (PTY) LTD,2 HEYSTEK STREET,RUSTENBURG,NORTHWEST,'0300
TA1015854,WIRES & WIRELESS (PTY) LTD,WIRES & WIRELESS (PTY) LTD,129 11 TH STREET,BENMORE,JOHANNESBURG,'2010
TA1015880,APPLICATION SOFTWARE IFS SA (PTY) LTD,APPLICATION SOFTWARE IFS SA (PTY) LTD,SOUTHDOWNS RIDGE OFFICE PARK GROUNG FLOOR SUITE 4,CNR NELLMAPIUS AND JOHN VORSTER DRIVE,CENTURION 0157,'0046
TA1015884,STARPLEX 191 CC T/A IT WORX SA,STARPLEX 191 CC T/A IT WORX SA,SHOP 70: KOLONNADE CENTRE,MONTANA PARK,PRETORIA,'0159
TA1015905,OMEGA IT SOLUTIONS,OMEGA IT SOLUTIONS,14 AMANDELBOOM STREET,ZWARTKOP EXT 14,CENTURION,'0046
TA1015916,AUTO IT SOUTH AFRICA (PTY) LTD,AUTO IT SOUTH AFRICA (PTY) LTD,CORPORATE PARK BUILDING 2,CNR JOHN VOSTER & MARC POLO ST,HIGHVELD PARK,'0169
TA1015917,OFFICETIQUE CC,OFFICETIQUE CC,76 FAIRWAY AVENUE,DOWERGLEN,DOWERGLEN,'1610
TA1015932,ALPINE COMMUNICATIONS ,ALPINE COMMUNICATIONS ,98 8TH AVENUE,EDENVALE 1609,JOHANNESBURG,'1645
TA1015938,D C NETWORK & COMPUTER SERVICES,D C NETWORK & COMPUTER SERVICES ,36 MERRIMAN AVE,COMPUFLEX BUILDING,VEREENIGING,'1935
TA1015945,GLODEL (PTY) LTD T/A C D S,GLODEL (PTY) LTD T/A C D S,32 PLANTATION RD,EASTLEIGH,EASTLEIGH,'2117
TA1015946,WESTECH SYSTEMS CC,WESTECH SYSTEMS CC,SUNNINGHILL OFFICE PARK,UNIT 3 2ND FLOOR PELTIER DRIVE,SUNNINGHILL,'2157
TA1015991,INTERQUIP (PTY) LTD,INTERQUIP (PTY) LTD,UNIT 16 TIMBERWOOD ESTATES,CNR DALE LACE & EASTWOOD AVENUE,RANDPARK RIDGE,'2068
TA1015995,BRIDGE-THE-GAP,BRIDGE-THE-GAP,14 GEELHOUT AVENUE,MARIAS STEYN PARK  EDENVALE,JHB,'1610
TA1015999,COMPUSTATION CC,COMPUSTATION CC,7 THE RIDGE ,SWAVELS NEST ESTATE,CR ATTERBURY AND SAINT STREETPTA,'0042
TA1016005,XENEX COMPUTER SYSTEMS CC,XENEX COMPUTER SYSTEMS CC,UNIT 6 FISH EAGLE OFFICE PARK 1,KINGFISHER CRESENT,MEYERSDAL,'1447
TA1016016,CANON BUSINESS CENTRE GAUTENG (PTY) LTD,CANON BUSINESS CENTRE GAUTENG (PTY) LTDT/A CBC GAUTENG (PTY) LTD,SMART OFFICE SERVICES,NO.59 RUDO NEL STREET,JET PARK,'1685
TA1016018,COMPUTER TREAT CC,COMPUTER TREAT CC,26 GILFILAN STREET,WESTONARIA,WESTONARIA,'1779
TA1016024,MICROSOFT SA (PTY) LTD,MICROSOFT SA (PTY) LTD,3012 WILLIAM NICOL DRIVE,BRYANSTON,2191,'2128
TA1016028,GARTH BERISFORD-MAYNARD T/A GREENTSTONE MANAGEMENT SERVICES,GARTH BERISFORD-MAYNARD T/A GREENTSTONE MANAGEMENT SERVICES,UNIT 28 BEVERLEY HILL,ROBERT BRUCE DRIVE,BEVERLEY SANDTON,'2062
TA1016036,YOLO TELECOMS (PTY) LTD,YOLO TELECOMS (PTY) LTD,BLOCK B -PAVILION OFFICE PARK,12 WESSELS RD,RIVONIA,'2128
TA1016046,LABWARE AFRICA (PTY) LTD,LABWARE AFRICA (PTY) LTD,DEVON HOUSE:HAMPTON PARK,20 GEORGIAN CRESCENT,GAUTENG,'2152
TA1016048,AMYSA STATIONERS CC,AMYSA STATIONERS CC,52 ATTIE FOURIE STREET,SHOP 12 BUSH BUCK COURT,VANDERBIJLPARK,'1936
TA1016067,S AND S COMPUTER SERVICE CC,S AND S COMPUTER SERVICE CC,225 ELIZABETH STREET,CENTURION,CENTURION,'0046
TA1016071,INDUCTOSERVE,INDUCTOSERVE,28-48 RICHARDS DRV,HALFWAY HOUSE MIDRAND,MIDRAND,'1685
TA1016075,D C VAN ROOYEN OFFICE EQUIPMENT & COMPUTER CC T/A RONMAR ,D C VAN ROOYEN OFFICE EQUIPMENT & COMPUTER CC T/A RONMAR ,73 PLATAAN AVENUE,FLAMWOOD,KLERKSDORP,'2570
TA1016083,P C VALLEY,P C VALLEY,455A RODERICKS STREET,LYNNWOOD,PTA,'0850
TA1016100,TSS MANAGED SERVICES (PTY) LTD,TSS MANAGED SERVICES PTY LTD,1 OSBORNE LANE EOH BUSINESS PARK,BEDFORDVIEW,GAUTENG,'2157
TA1016102,OPPERMAN COMPUTING CC,OPPERMAN COMPUTING CC,CORNER 1 ST MARGARET ST,ST DAVID ROAD HURLYVALE ,EDENVALE ,'2047
TA1016104,PHILIPPUS DE WITT (PTY) LTD,PHILIPPUS DE WITT (PTY) LTD,WB202 67 7TH STREET,LINDEN,JOHANNESBURG,'2092
TA1016120,TECHNO GRAPHIX,TECHNO GRAPHIX,106 HYPERION DRIVE,NORTHRIDING,NORTHRIDING,'2156
TA1016173,POTE COMPUTER SERVICES,POTE COMPUTER SERVICES,23 BUNGAN STREET,BENONI,JHB,'1620
TA1016175,CSD BLACK DISTRIBUTION (PTY) LTD,CSD BLACK DISTRIBUTION (PTY) LTD,6 SLATE AVENUE N1 BUSINESS PARK,OLD JOHANNESBURG ROAD MIDRAND,GAUTENG,'2146
TA1016178,STATQUIP CC T/A MY OFFICE,STATQUIP CC T/A MY OFFICE,3 CITRUS CRESCENT,NELSPRUIT,MPUMALANGA,'1200
TA1016179,PHANTOM TECHNOLOGIES CC,PHANTOM TECHNOLOGIES CC,SHOP 16TRINITY VILLAGE SHOPPING CENTRE,KNOPPIESDORING  STREET,RANDPARK RIDGE,'2040
TA1016182,GENESIS CONCEPTS (PTY) LTD,GENESIS CONCEPTS (PTY) LTD,28 REMBANDT STREET,PETERVALE,PETERVALE,'2151
TA1016183,TINOS COMPUTER REPAIRS & SERVICES,TINOS COMPUTER REPAIRS & SERVICES,SHOP 26 JIVAN CENTER,CNR STARLING/ASTER STREET,LENASIA SOUTH,'1829
TA1016190,SHANEAL DISTRIBUTORS CC,SHANEAL DISTRIBUTORS CC,122 - 123 STRUBEN STR,PRETORIA CENTRAL,PRETORIA ,'0037
TA1016194,TECHNETICS CC,TECHNETICS CC,WORLDWIDE APPLICATIONS BUILDING,EASTWOOD OFFICE PARK BAOBAB HOUSE GROUND,290 LEZ JOHN STREET LYNWOOD RIDGE PRETORIA,'0028
TA1016200,LEVIATHAN INFORMATION TECHNOLOGY CC,LEVIATHAN INFORMATION TECHNOLOGY CC,6 VALLOT STREET,GLENVISTA,JOHANNESBURG,'1686
TA1016203,MEDINA ELECTRONICS & COMPUTERS,MEDINA ELECTRONICS & COMPUTERS,13 NIRVANA DRIVE SHOP NO 3,FIRST FLOOR FREEWAY PLAZA ,EXTENSION 8 LENASIA 1827,'1820
TA1016208,BERMATECH COPIERS,BERMATECH COPIERS,29 PEREL STREET,RANGEVIEW,KRUGERSDORP,'1740
TA1016219,ADBS TECH,ADBS TECH,511 PELIKAAN STREET,RANDPARK RIDGE,JOHANNESBURG,'2040
TA1016227,NU-COM SYSTEMS (PTY) LTD,NU-COM SYSTEMS (PTY) LTD,1 FLR:STAND 11:BEDFORDVIEW OFF,PRK:3A RILEY ROAD,BEDFORDVIEW,'2008
TA1016231,PRIMELINE BUSINESS SYSTEMS (PTY) LTD,PRIMELINE BUSINESS SYSTEMS (PTY) LTD,115 LETICHA STREET,RICHWAY - EXT 5,JOHANNESBURG,'2153
TA1016239,LINUX COMPUTERS SA,LINUX COMPUTERS SA,15 DE LAN 932,WONDERBOOM - SUID,PRETORIA,'0084
TA1016251,TRADEVEST 152 T/A TIME DESIGN COMPUTER DISTRIBUTORS (PTY)LTD,TRADEVEST 152 T/A TIME DESIGN COMPUTER DISTRIBUTORS (PTY)LTD,37 FERRERA STR,NELSPRUIT,MPUMALANGA,'1200
TA1016257,KUKHANYA TECHNOLOGIES cc,KUKHANYA TECHNOLOGIES cc,No 9 Eight Ave,Northmead,Benoni ,'1569
TA1016259,IXIOM NETWORK SOLUTIONS (PTY) LTD,NO 2 THE LOFTS,CNR JOCHEN VAN BRUGGEN & MICHELLE AVE,MEYERSDAL,ALBERTON,'1450
TA1016261,WINGATE COMPUTERS CC,WINGATE COMPUTERS CC,CNR RIVONIA BOULEVARD & MUTUAL AVE,MUTUAL VILLAGE SHOPPING CENTRE,EDENBERG RIVONIA,'2128
TA1016273,K P COMPUTERS,K P COMPUTERS,22 BOUNDARY ROAD,HIGHLANDS NORTH,HIGHLANDS NORTH,'2117
TA1016287,DM SUPPORT SERVICES CC T/A NUERA,DM SUPPORT SERVICES CC T/A NUERA,2 NORTHLANDS PRODUCTION PARK,EPSOM AVE NORTHRIDING,RANDBURG,'2055
TA1016292,GAUTENG TOSHIBA,8 HONEYDEW SHOPPING CENTRE,BEYERS NAUDE DRIVE,HONEYDEW,HONEYDEW,'2125
TA1016316,KYRA COMPU-MEDIA CC,KYRA COMPU-MEDIA CC,122 SECOND AVENUE,FONTAINEBLEAU,RANDBURG,'2115
TA1016345,CUMA MARKETING CC,CUMA MARKETING CC,131 FROOME STREET,ATHOL GARDENS,SANDTON,'1715
TA1016349,HR COMPUTEK CC,BIRCHWOOD COURT,43 MONTROSE ROAD,MIDRAND ,JHB,'2016
TA1016350,DEXANI CC,DEXANI CC,293 DELPHINUS STR,WATERKLOOF RIDGE,PRETORIA 0181,'0057
TA1016357,JML DISTRIBUTORS,JML DISTRIBUTORS,45 ANN ROAD,POORTVIEW,POORTVIEW,'1731
TA1016358,FULL OUTPUT 1031 CC,FULL OUTPUT 1031 CC ,944 TALENT STREET,STRUBENSVALLEI EXT 3  1735,ROODEPOORT  JHB,'2132
TA1016359,STATIONERY DEN CC,STATIONERY DEN CC,22 KLIP STR,OBSERVATORY,JHB,'2026
TA1016364,DEICON IMPORT-EXPORT ENTERPRISES CC,DEICON IMPORT-EXPORT ENTERPRISES CC,NO. 10 LAW STREET,PARKDENE,BOKSBURG,'1460
TA1016365,HAFA INFORMATION TECHNOLOGY SERVICES,HAFA INFORMATION TECHNOLOGY SERVICES,396 21ST AVENUE,VILLIERIA,313,'0182
TA1016376,A Z COMPUTER SERVICES,A Z COMPUTER SERVICES,14 DA GAMA STREET DEWETS HOF,JHB 2198,JOHANNESBURG,'2026
TA1016388,SERVTECH,SERVTECH,10 NAMIB STREET,VAALPARK,1947,'1900
TA1016389,GECKO OFFICE SOLUTIONS (PTY) LTD,GECKO OFFICE SOLUTIONS (PTY) LTD,324 MARKS STREET,WATLOO,SILVERTON PRETORIA,'0020
TA1016390,GEW TECHNOLOGIES (PTY) LTD,GEW TECHNOLOGIES (PTY) LTD,13 DE HAVILLAND CRESCENT,PERSEQUOR TECHNOPARK,313,'0127
TA1016403,ZZZ-AMAZING SMALL DEVICES CC T/A COMQUEST CABLING,ZZZ-AMAZING SMALL DEVICES CC T/A COMQUEST CABLING,29 GEBHARDT AVENUE,BERGBRON,ROODEPOORT ,'1716
TA1016422,GRAPHIC & NETWORK SOLUTIONS,GRAPHIC & NETWORK SOLUTIONS,36 8TH ROAD,RYNFIELD,BENONI,'1470
TA1016439,MINCORP OFFICE TECHNOLOGIES (PTY) LTD,MINCORP OFFICE TECHNOLOGIES (PTY) LTD,252 SURREY AVE,FERNDALE,RANDBURG,'2125
TA1016444,S C COMPUTERS,S C COMPUTERS,CNR ERMELO AND LARGO ROAD,STRUBENVALE,SPRINGS,'1570
TA1016445,STANLEY COMPUTING SERVICES CC,STANLEY COMPUTING SERVICES CC,16 CAPELLA ROAD,SOLHEIM,GERMISTON,'2101
TA1016448,OFFICE EQUIPMENT PRODUCTS CC,OFFICE EQUIPMENT PRODUCTS CC,59 SILWOOD ROAD,BRAMLEY,JHB,'2018
TA1016450,IFM INTERNATIONAL CC,IFM INTERNATIONAL CC,31 DAVID PLACE,BRAMLEY PARK,SANDTON,'2018
TA1016455,PMC NETWORKS CC,287 SOUTPANSBERG RD,RIETONDALE 0084,DERDEPARK ,0035,'0035
TA1016458,DALCOM CC,DALCOM CC,1 KEEROM ROAD,HERIOTDALE,HERIOTDALE,'2047
TA1016462,SUPERTRON RESEARCH TECHNOLOGIES CC,SUPERTRON RESEARCH TECHNOLOGIES CC,GROUND FLOORNORTH WINGSHELDONPLACE,5 LONEHILL CLOSE SANDTON,GAUTENG,'2157
TA1016485,EXPRESS CONSUMABLES CC,EXPRESS CONSUMABLES CC,NUMBER 9 ETTIENNE STREET,MALANSHOF,RANDBURG,'2021
TA1016491,CRACKED CRANIUM COMPUTER SOLUTIONS CC,CRACKED CRANIUM COMPUTER SOLUTIONS CC,29 JULIUS BERNHER ROAD,BRUMA,JHB,'2026
TA1016501,RCR SUPPLIERS CC t/a RCR OFFICE SUPPLIES,RCR SUPPLIERS CC t/a RCR OFFICE SUPPLIES,7 MATHERS STREET,RYNFIELD,BENONI,'1501
TA1016502,BWB TRADING CC,BWB TRADING CC,Unit 4 &5 Easylife Park,390 Fabriek Street,313,'1449
TA1016508,CICOM TECHNOLOGIES CC,CICOM TECHNOLOGIES CC,31 A DE VILLIERS AVENUE,  ,VEREENIGING,'1930
TA1016511,ZZZ-SHAR'S ELECTRONICS (PTY) LTD,ZZZ-SHAR'S ELECTRONICS (PTY) LTD,1ST FLR:MURZOOQ CENTRE,ROSE AVENUE,LENASIA,'1820
TA1016531,ONSITE MEDIA & MAINTENANCE,ONSITE MEDIA & MAINTENANCE,55 SUN STREET,SOLHEIM,GERMISTON,'2047
TA1016538,PARAGON COMPUTERS CC,PARAGON COMPUTERS CC,No 19 JANSEN ROAD,CONSTANTIA KLOOF ,ROODEPOORT,'1710
TA1016557,CHELSEA MANHATTAN,CHELSEA MANHATTAN,108 ALBERTYN AVENUE,CNR KATHERINE STREET,SANDTON,'2146
TA1016565,ELFIN TECHNOLOGY CC,ELFIN TECHNOLOGY CC,UNIT 1 WILLOW CREST OFFICE PARK,655 VAN HOOG CLOSE ,WILLOWBROOK ROODEPOORT,'2155
TA1016569,GLOBANET COMPUTERS CC,GLOBANET COMPUTERS CC,82 CENTRAL AVENUE,WILKOPPIES,KLERKSDORP,'2572
TA1016570,COMPUTER DISCOUNT 3000 (PTY) LTD,COMPUTER DISCOUNT 3000 (PTY) LTD,SHOP 12 SAAMTREK BUILDING ,CARTER STREET SW5,VANDERBIJLPARK,'1910
TA1016572,N C AUTOMATION ENGINEERING CC,N C AUTOMATION ENGINEERING CC,50 BLANCA AVENUE,BERARIO  RANDBURG,JHB,'2125
TA1016581,JUST E CONCEPTS CC,JUST E CONCEPTS CC,14 BARNATO STREET,ALRODIE SOUTH,ALRODIE SOUTH,'1452
TA1016582,MICHAEL SCHOLTZ COMPUTER SOFTWARE,MICHAEL SCHOLTZ COMPUTER SOFTWARE ,6 SANDPIPER ROAD,BROMHOF,BROMHOF,'2125
TA1016586,REAL TIME TRAVEL CONNECTIONS CC,REAL TIME TRAVEL CONNECTIONS CC,91 STUDIO OFFICE PARK,5 CONCOURSE CRESCENT,LONEHILL,'2062
TA1016639,J B J SOLUTIONS CC,J B J SOLUTIONS CC,5 STEYR STREET,AUREUS,RANDFONTEIN,'1760
TA1016641,DIGITALVIEW CC,DIGITALVIEW CC,93 ROBYN STREET,JUKSKEIPARK,RANDBURG  JHB,'2153
TA1016665,GIGA SOLUTIONS CC,GIGA SOLUTIONS CC,9 BOTHA AVENUE,CENTURION,PRETORIA,'0140
TA1016682,COMPUTERS AND FINANCIAL SOLUTIONS CC,COMPUTERS AND FINANCIAL SOLUTIONS CC,12 BULLER STREET,LINKSFIELD,JOHANNESBURG,'2037
TA1016687,SERVU SOLUTIONS CC,SERVU SOLUTIONS CC,55 SHELTON AVENUE,HARMELIA,HARMELIA,'2101
TA1016688,PROCURECOM CC,PROCURECOM CC,UNIT D 88,NORWOOD GARDEN VILLAGE HALIM ST,THE GARDENS JOHANNESBURG 2192,'2041
TA1016696,INFO-GRO (PTY) LTD,INFO-GRO (PTY) LTD,45 VAN VELDEN STRAAT,PLAZA BUILDING 11 B,BRITS 0250,'0250
TA1016718,CONSOLTECH TECHNOLOGIES CC,CONSOLTECH TECHNOLOGIES CC,3 AMSTELHOF:384 THEUNS VAN ,NIEKERK STREET,WIERDA PARK,'0149
TA1016729,ET INFORMATION TECHNOLOGY CC,ET INFORMATION TECHNOLOGY CC,C/O PAUL KRUGER & VAN DER MERWE ST,OTB BUILDING,TRICHARDT ,'2302
TA1016768,PERESTRELLO DOTIT SOFTWARE SOLUTIONS CC T/A DOT IT,PERESTRELLO DOTIT SOFTWARE SOLUTIONS CC T/A DOT IT,41 ONYX 28 RIVERSIDE ROAD,BEVERLEY,SANDTON,'2021
TA1016773,AMBASSADOR DUTY FREE (PTY) LTD,AMBASSADOR DUTY FREE (PTY) LTD,1025 PARK STREET,HATFIELD ,PRETORIA,'0028
TA1016823,INGRAN AFRICA (PTY) LIMITED T/A INGRAN AFRICA TECHNOLOGIES,INGRAN AFRICA (PTY) LIMITED T/A INGRAN AFRICA TECHNOLOGIES,BLOCK F MIDRIGE OFFICE ESTATE SOUTH,INTERNATIONAL  BUSINESS GATEWAY CNR 6TH STREET NEW,MIDRAND,'1692
TA1016828,PROSOUND (PTY) LTD,PROSOUND (PTY) LTD,UNIT 39 HILLFOX CENTRE,HENDRIK POTGIETER PD,WELTEVREDEN PARK,'2023
TA1016830,AFRIHOST (PTY) LTD,AFRIHOST (PTY) LTD,376 RIVONIA BOULEVARD,RIVONIA,SANDTON 2191,'2128
TA1016867,SAINT INTERNATIONAL COMPUTERS,SAINT INTERNATIONAL COMPUTERS,30STRUBEN AVENUE,DISCOVERY,DISCOVERY,'1709
TA1016888,THE COMPUTER MAN CC,THE COMPUTER MAN CC,36 VICTORIA AVENUE,SANDRINGHAM,GAUTENG,'2037
TA1016889,QUZA IT CC,QUZA IT CC,28 AALWYN CRESCENT,ELDORAIGNE EXT 3,CENTURION PRETORIA,'0157
TA1016891,A2J TECHNOLOGIES,A2J TECHNOLOGIES,9 LABELIA STREET,BRACKENHURST,BRACKENHURST,'2058
TA1016896,CAPSTONE 364 (PTY) LTD T/A I T CONNECT,CAPSTONE 364 (PTY) LTD T/A I T CONNECT,551 TOPAAS AVENUE,JUSKEI PARK,JHB,'2154
TA1016903,LITTLE ROCK TECHNOLOGIES CC,LITTLE ROCK TECHNOLOGIES CC,1ST FLOOR  TWIN TOWER WEST,CNR RIVONIA & 5TH STREET,SANDTON  GAUTENG,'2052
TA1016906,AQUA IT SA,AQUA IT SA,500 KYALAMI BOULEVARD,KYALAMI BUSINESS PARK,KYALAMI,'GAUTENG
TA1016925,BMT DIMENSIONS,BMT DIMENSIONS,187 SEVEN OAKS,CHARTWELL,SANDTON  JHB  2055,'2055
TA1016934,SPECIFIED COMPUTERS CC,SPECIFIED COMPUTERS CC,61 EDWARDS AVENUE,WESTONARIA,GAUTENG,'1780
TA1016940,OSIRION SYSTEM TECHNOLOGIES,OSIRION SYSTEM TECHNOLOGIES,74A MARAIS STREET,MONAVONI AGRICULTURAL HOLDIGNS,CENTURION,'0044
TA1016948,MAKRO STRUBENS VALLEY 6923,M15 - MAKRO STRUBENS VALLEY 6923,HENDRIK POTGIETER & CHRISTIAN ,ATT: MOTSEMAI 671-8425,ROODEPOORT,'2156
TA1016961,UCS SOLUTIONS (PTY) LTD,UCS SOLUTIONS (PTY) LTD ,2ND FLOOR ABB PARK - SUNNINGHILL,THE CRESCENT NO 3 EGLIN STREET,SUNNINGHILL  JHB,'2144
TA1016979,WILD BREAK 1059 CC,WILD BREAK 1059 CC,10 DANTE STREET,RACE VIEWALBERTON,ALBERTON,'1450
TA1016980,BUSINESS FOCUS,BUSINESS FOCUS,6 MAKABONGINE BUILDING,NKOSELUHLAZA STREET,MANZINI,'M200
TA1017004,WADEES AUDIO SYSTEMS CC,WADEES AUDIO SYSTEMS CC,SHOP NO 3A MARK PARK,VEREENINGING,JHB,'1930
TA1017016,TREND IT (PTY) LTD,TREND IT (PTY) LTD,KLIPMOSSIE STREET,1146 MONTANA PARK,PRETORIA,'0159
TA1017017,MERCURY TECHNOLOGIES CC,MERCURY TECHNOLOGIES CC,36ST BERNADETTE STREET,KLIPSPRUIT WEST EXT 2,ELDORADO PARK,'1813
TA1017019,WAZARS DISCOUNTERS SOLE PROP,WAZARS DISCOUNTERS SOLE PROP,161 SCHOEMAN STREET,PRETORIA,PRETORIA,'0037
TA1017035,LBM COMPUTER CC,LBM COMPUTER CC,SHOP 13B  SANLAM CENTRE,CNR OF GERRIT MARITZ STR & DR NELSON MANDELA DRIVE,LICHTENBURG,'2740
TA1017053,TONER & RIBBON SERVICES CC,TONER & RIBBON SERVICES CC,354 DYKOR RD,SILVERTON,GAUTENG,'1510
TA1017056,PIAZZA COMPUTERS CC,PIAZZA COMPUTERS CC,SANDTON VIEW OFFICE PARK,BLOCK G UNIT 8 CONDUIT STREET (ST GILES),LYME PARK 2125,'0037
TA1017057,INTREPID TRADING,INTREPID TRADING,112  11TH STREET,PARKMORE,JHB,'2052
TA1017060,NAEEM CASSIM T/A SERVICE.COM,NAEEM CASSIM T/A SERVICE.COM,51 STRUBEN AVENUE,DISCOVERY,DISCOVERY,'1709
TA1017061,INTEGRATED COPIER SOLUTIONS (PTY) LTD,INTEGRATED COPIER SOLUTIONS (PTY) LTD,99 LESLIE AVE ,CORNER ROBIN DRIVE ,FORWAYS 2055,'1684
TA1017064,MEGA GRAPHIX COMPUTERS CC,MEGA GRAPHIX COMPUTERS CC,SHOP L305 CRESTA SHOPPING CENTRE,OFF BEYERS NAUDE DRIVE,RANDBURG,'2118
TA1017068,NEO TECHNOLOGIES (PTY) LTD,NEO TECHNOLOGIES (PTY) LTD,29 MAGNOLIA DRIVE PLOT 34,FLORA PARK ( NEAR HARTEBEES),PRETORIA ,'0260
TA1017071,POWER BUSINESS SYSTEMS (PTY) LTD,POWER BUSINESS SYSTEMS (PTY) LTD,Unit 27 Flora Farm Office Park,Cnr Northrand & Trichardt Rd,313,'1518
TA1017080,IT GRAPHIX LTD, IT GRAPHIX LTD,4 HENDERSON STREET,BLANTYRE,MALAWI,'MALAWI
TA1017094,GOSHAWK TRADING 011 CC T/A WINBURG TRADING,GOSHAWK TRADING 011 CC T/A WINBURG TRADING,25 HONEYBALL STREET,VANDERBIJLPARK 1911,JHB,'1900
TA1017099,REALWORLD MARKETING CC,REALWORLD MARKETING CC,199 STERKBOS AVENUE,STERKBOS AVE,SHARONLEA,'2060
TA1017104,COWELL INVESTMENTS (PTY) LTD,COWELL INVESTMENTS (PTY) LTD,SHOP 3 LLANGA CENTRE  MANZINI,MAHLEKA & MARTIN STREET SWD,MANZINI,'M200
TA1017145,VUMA TECHNOLOGIES CC,VUMA TECHNOLOGIES CC,763 MGIBA AVENUE,SPRUITVIEW,SPRUITVIEW,'1425
TA1017152,MORPHEUS COMPUTER TECHNOLOGIES CC,MORPHEUS COMPUTER TECHNOLOGIES CC,528 KAREL TRICHARDT STREET,MOUNTAIN VIEW,PRETORIA,'0082
TA1017167,K2014265527 SOUTH AFRICA PTY LTD T/A COMPULINK MPUMALANGA,K2014265527 SOUTH AFRICA PTY LTD T/A COMPULINK MPUMALANGA,96 MELKWEG STREET,STEILTES,NELSPRUIT,'1213
TA1017200,ZZZ-HUE TECHNOLOGIES CC,ZZZ-HUE TECHNOLOGIES CC,17 EAGLE ROCK (COMPLEX),50 EASTWOOD AVE,RANDPARKRIDGE,'2156
TA1017203,IDEAL CONSULTING CC,IDEAL CONSULTING CC,18 VILLA ELNEZ,PERM ROAD GRAIGAVON, GAUTENG 2191,'2068
TA1017205,SUPPLY CHAIN NAVIGATORS CC,SUPPLY CHAIN NAVIGATORS CC,56 BENDOR STREET,BRACKENDOWNS,BRACKENDOWNS,'1454
TA1017209,COMXPERT INTERNATIONAL CC T/A COMX ,COMXPERT INTERNATIONAL CC T/A COMX ,41 BIRMINGHAM STREET,HIGHVELD X8 CENTURION,PRETORIA,'0157
TA1017212,E-MANUEL NETWORK & COMPUTER SOLUTIONS,E-MANUEL NETWORK & COMPUTER SOLUTIONS,1 DEVONSHIRE AVENUE,BRYANSTON,BRYANSTON,'2149
TA1017218,J NIEUWOUDT T/A COMPUTRON,J NIEUWOUDT T/A COMPUTRON,Buffelsdoorn,Naboomspruit,Limpopo,'0560
TA1017219,AZ NETWORKS CC,AZ NETWORKS CC,NO 17 ST JOHNS ROAD,HURLYVALE EDENVALE,GAUTENG 1609,'1500
TA1017243,R M ALISON T/A BLINC,R M ALISON T/A BLINC,53 FLORENCE AVENUE,BEDFORDVIEW,BEDFORDVIEW,'2007
TA1017245,CYBERSTOP CC,CYBERSTOP CC,18 PEGASUS STREET,HELICON HEIGHTS,BLOEMFONTEIN,'9302
TA1017253,EMAKHONKHOSI PUBLISHING CC,EMAKHONKHOSI PUBLISHING CC,NO 8 BRAIN CLOSE,KLIPPOORTJIE,BOKSBURG,'1475
TA1017265,VERANG (PTY) LTD,VERANG (PTY) LTD,BOARDWALK LAKESIDE BLOCK B5,107 HAYMEADOW CRESCENT,FAERIE GLEN PRETORIA 0043,'0167
TA1017266,BUI MEDICAL & TECHNOLOGY SUPPLIERS (PTY) LTD,SECOND FLOOR TENANT SECTION,MICROSOFT CORPORATE HILL,3012 WILLIAM NICOL DRIVE,BRYANSTON,'2121
TA1017267,TENTH STREET TECHNOLOGY CC,TENTH STREET TECHNOLOGY CC,1ST FLR ARNOLD HOUSE,2 ARNOLD RD ROSEBANK,JOHANNESBURG,'1685
TA1017286,DUVA CHEMICALS (PTY) LTD,DUVA CHEMICALS (PTY) LTD,STAND 239 NUWEJAARSVOEL AVENUE,CHLOORKOP X1,CHLOORKOP X1,'2012
TA1017287,I-TEAM (PTY) LTD,I-TEAM (PTY) LTD,372 CHE GUEVARA ROAD,DURBAN ,4001,'2021
TA1017295,SATORI SOFTWARE CC,SATORI SOFTWARE CC,9TH FLR:HEERENGRACHT:87 ,DE KORTE STREET,BRAAMFONTEIN,'2001
