ACC #,CUSTOMER NAME ,SEQ
LAP023,LA MARINA FOODS,1
TSA422,TSAFRIKA - AEL - THE PLATFORM                                    ,2
TSA424,TSAFRIKA - RESALE - AEL - THE PLATFORM                           ,3
TSA446,TSAFRIKA - AEL NITRATES                                          ,4
TSA292,TSAFRIKA ABB HEAD OFFICE LONGMEADOW,5
TSA310,TSAFRIKA - RESALE - ABB                                          ,6
TSA312,TSAFRIKA - RESALE - UNITRANS ,7
CGA145,NESTLE LONGMEADOW,8
CRO007,CROWN NATIONAL TRADING                                           ,9
THE037,THE CATERING LARK ,10
STA006,ST ANNE'S HOME FOR AGED WOMEN                                    ,11
RED090,RED DOOR CAFE                                                    ,12
INT130,IN THE KITCHEN REGENT                                            ,13
FOR004,SUN 1 HOTEL - EDENVALE                                           ,14
SOD215,SODEXO - AVON JUSTICE DEPARTMENT ,15
CGA310,NEDBANK MEADOWDALE N0274                                         ,16
TSA293,TSAFRIKA MURRAY & ROBERTS ,17
GER003,GERALD FITZPATRICK HOUSE,18
SAC003,SACRED HEART COLLEGE,19
UNI095,UNION OF JEWISH WOMEN                                            ,20
FED4742,KING EDWARD COLLEGE,21
FED5942,FEDICS - HARDWARE - KING EDWARD SCHOOL,22
FED4316,FEDICS - RESALE - KING EDWARD SCHOOL,23
STJ069,ST JOHNS COLLEGE ,24
CGA316,ST JOHNS TUCKSHOP,25
THE673,THE RESIDENCE HOTEL ,26
FED4767,FEDICS - SANLUM DEVELOPING MARKET,27
HOU072,HOUGHTON PRIMARY SCHOOL,28
DAD008,10 2ND AVENUE HOUGHTON ESTATE                                    ,29
KES003,KES  TUCKSHOP                                                    ,30
HOU062,GOLFCLUB HOUGHTON ,31
USU002,THE USAUL NORWOOD,32
BRO094,BRONTOS NORWOOD,33
ONG001,47 ONGRANT                                                       ,34
HOS034,HOSPIC ASSOSIATION ,35
GAR008,GARY  FRIEDMAN  CATERING                                         ,36
SMO024,SMOLLAN PROPERTIES ,37
CAP748,CAPITOL CATERERS CIRCLE HEALTHCARE ,38
CAP776,CAPITOL - CIRCLE HEALTH                                          ,39
NUS003,NUSSBAUMS KOSHER BUTCHERY                                        ,40
EUR038,EUROPA AOKLANDS SHOPPING CENTRE ,41
TOR011,TORTELLINO AOKLANDS SHOPPING CENTRE ,42
THE694,THE GREEN HOUSE HQ ,43
SET006,AYESHA MAASPROP,44
BLU176,BLUE FIG CATERING,45
FAI021,THE GRILL FAIRMOUNT ,46
BAG019,BAGEL ZONE                                                       ,47
SAN151,SANDRINGHAM GARDEN,48
RAN005,RAND AID,49
NHL005,NHLS - SANDRINGHAM,50
TOT079,TOTAL SENDERWOOD                                                 ,51
MUG074,MUGG AND BEAN GREENSTONE ,52
TSA439,TSAFRIKA - HATCH                                                 ,53
EAS063,EAST LODGE                                                       ,54
GAL101,GALAXY BINGO GREENSTONE                                          ,55
MCC004,MC CARTHY TOYOTA EDENVALE                                        ,56
CAP409,CAPE TOWN FISH MARKET GREENSTONE                                 ,57
CGA129,MERCK LONGMEADOW M0296                                           ,58
TSA038,TSAFRIKA - PICK N PAY LONGMEADOW DISTRIBUTION,59
CAP184,CAPPUCCINOS GREENSTONE                                           ,60
MIL068,MILKY LANE GREENSTONE                                            ,61
BRE112,THE BREAD BASKET GREENSTONE,62
BUO007,BUONISSIMO PIZZA DELI                                            ,63
THE475,THE SISONKE PARTNERSHIP,64
EAT062,EAT FRESH TRITON,65
EJO009,EJOSI CATERERS LAFARGE EDENVALE,66
LAK060,LAKESIDE SERVICE STATION,67
