ACC#,CUSTOMER NAME ,SEQ
OXB001,OXBOW,1
KAI001,KAIA MANZI LODGE                                                 ,2
SWG001,SWG TRAVEL - BRONKHORSPRUIT,3
BIJ001,BIJOUX,4
ONS001,ONS HERBERG,5
ROX002,ROXYS DINER,6
ABJ002,ABJENCA                                                          ,7
BRO005,GOLF CLUB BROKHORSPRUIT,8
GUL005,RCL FOODS CONSUMER (PTY) LTD - SPECIALITY BHS                    ,9
SIZ003,SIZANANI CONFERENCE CENTRE GROCERIES,10
MEU003,MUELSTROOM LODGE ,11
PHA039,PHAKAMANI SOLUTIONS ANGLO AMERICAN COAL HIGHVELD HOSPITAL,12
SAU109,TOTAL SAUSAGE SALOON,13
REE085,FEDICS SAMANCOR FERROMETALS,14
EQU014,REEF CROSS ATLANTIC ,15
EQU018,EQUILITY REEF - RESALE - CROSS ATLANTIC PROPERTIES - GP,16
SIM100,SIMBA SAFARIS,17
REE032,FEDICS - REEF - RAND CARBIDE,18
GEN010,GENERAAL HERTZOGS KOSHUIS                                        ,19
THA113,THATCHERS GUEST HOUSE,20
FRO031,THE FROSTED PICKLE CATERING COMPANY                              ,21
CHI429,CHICKEN STOP DOWNTOWN MALL                                       ,22
POP001,POPEYS,23
ROO065,ROOTS FAST FOODS WITBANK ,24
BRO098,BROADWAY FILLING STATION                                         ,25
BLU190,THE BLUE ROOM                                                    ,26
JAV008,JAVA JUNCTION,27
CAM067,CAMBRIGE TUCK SHOP                                               ,28
HUN030,HUNTSMAN,29
MEA033,MEAT DISCOUNTERS                                                 ,30
GOG002,GO GO BURGERS TAKE AWAY,31
YUM010,YUMMY CHICKEN KLIPFONTEIN                                        ,32
BLU177,BLUE LAGOON                                                      ,33
BAK012,BAKING CREATIONS                                                 ,34
HYG001,HYGIENIC MEAT CO,35
FED4384,FEDICS EDEN PARK RETIREMENT VILLAGE,36
FED4187,FEDICS - RESALE - EDEN PARK RETIREMENT VILL ,37
TAK020,TAKE 2 PIZZA,38
