ACC #,CUSTOMER NAME ,SEQ
AST011,ASTROTECH,1
SOD234,SODEXO PROFESSIONAL PPS,2
MAR328,MARTHA'S MOJO,3
TSA420,TS AFRIKA HOLLARD,4
TSA062,TSAFRIKA - HOLLARD ETANA                                         ,5
UKW023,UKWEZA DONALD GORDON,6
DGM002,DGMC CAFÉ,7
WIT038,WITS MANAGEMENT,8
ROY041,ROYAL MNANDI ERNEST OPPENHEIN,9
COF089,COFFEE @  7                                                      ,10
FED4693,FEDICS ENGEN,11
TSA107,TS AFRIKA KPMG WANOOKA,12
TSA225,TS AFRIKA KPMG CRESCENT,13
UKW041,UKWEZA HIGHVELD,14
UKW042,UKWEZA JUBELIEE,15
ROY415,ROYALMNANDI WITS MAIN,16
EMO023,EMOYENI ,17
ZES015,ZESTY LEMON PDH,18
OLI068,OLIVES AND PLATES CONFERENCE CENTRE,19
UKW040,UKWEZA CONVOCATION,20
SOD150,SODEXO BIDVEST FOOTBALL CLUB,21
ZES013,ZESTI LEMON  ,22
RID004,RIDGE SCHOOL,23
HOP001,HOPE SCHOOL,24
FOU077,FOUR SEASONS ,25
ABI011,ABIGAILS BED AND BREAKFAST                                       ,26
PAR009,PARKVIEW GOLF CLUB,27
PAN128,PANNATONE ZOO LAKE ,28
LIT089,LITTLE ASHFORD PRESCHOOL                                         ,29
TUR014,TURN N TENDER PARKVIEW NORTH,30
MOT053,MOTHERLAND COFFEE SHOP PARKVIEW NORTH,31
CAT062,CATERLINK,32
BOT015,BOTTEGA 4TH AVE,33
NIC030,NICE ON 4TH                                                      ,34
ESP009,EXPRESSO,35
ROC046,ROCKETS PARKHURST                                                ,36
JAI004,JAI HIND EMCC                                                    ,37
DUK008,DUKES BURGERS                                                    ,38
RIM002,RIM N RUBBER,39
MOM008,MOMO EXPRESS,40
SHA167,SHADOWBOXER                                                      ,41Id,Location Name,Sequence,Route Name,Latitude,Longtitude
AST011,Astrotech Conference Centre,1,PARKHURST FINAL ROUTE,-26.1698246288644,28.0491632223129
SOD234,PPS,2,PARKHURST FINAL ROUTE,-26.1677014081269,28.0478918552399
MAR328,Martha's Mojo,3,PARKHURST FINAL ROUTE,-26.1722162149896,28.0397593975067
TSA420,Tsafrika-Hollard Etana,4,PARKHURST FINAL ROUTE,-26.175411740411,28.0404889583588
ROY187,Donald Gordon Medical Centre,5,PARKHURST FINAL ROUTE,-26.1785188866527,28.035412126701
WIT038,WITS Business School,6,PARKHURST FINAL ROUTE,-26.1825583272891,28.0371952056885
COF089,Coffee @ 7,7,PARKHURST FINAL ROUTE,-26.1806688209997,28.0353900790215
FED4693,Engen,8,PARKHURST FINAL ROUTE,-26.183891794816,28.0362832546234
TSA107,KPMG - Wanooka Building,9,PARKHURST FINAL ROUTE,-26.1832034001281,28.0332791805267
TSA316,KPMG Crescent,10,PARKHURST FINAL ROUTE,-26.1857595864886,28.0307096242905
ROY415,WITS East Campus,11,PARKHURST FINAL ROUTE,-26.1881761178824,28.0280005931854
EMO023,Emoyeni Kitchen,12,PARKHURST FINAL ROUTE,-26.1778164509293,28.0413901805878
OLI068,WITS West Campus,13,PARKHURST FINAL ROUTE,-26.1852108054435,28.0271422863007
SOD150,Bidvest Wits Football Club,14,PARKHURST FINAL ROUTE,-26.1906599903416,28.0233228206635
RID004,The Ridge Preparatory School,15,PARKHURST FINAL ROUTE,-26.1715096971686,28.0280032753944
HOP001,Hope School,16,PARKHURST FINAL ROUTE,-26.1684284109634,28.0288428068161
FOU077,Four Seasons - The Westcliff,17,PARKHURST FINAL ROUTE,-26.1699449916938,28.0317610502243
ABI011,Abigail's Bed and Breakfast,18,PARKHURST FINAL ROUTE,-26.1658429564321,28.0227112770081
PAR009,Parkview Golf Club,19,PARKHURST FINAL ROUTE,-26.1620248526433,28.0194121599197
PAN128,Panettone - Zoo Lake,20,PARKHURST FINAL ROUTE,-26.1542390002701,28.0298405885696
LIT089,The Little Ashford Preschool (Saxonwold),21,PARKHURST FINAL ROUTE,-26.1527908321983,28.0332362651825
MOT053,Parktown Quarter,22,PARKHURST FINAL ROUTE,-26.1448009068597,28.0286684632301
CAT062,Caterlink,23,PARKHURST FINAL ROUTE,-26.142096945063,28.025221824646
ROC046,4th Avenue Parkhurst,24,PARKHURST FINAL ROUTE,-26.1371198543204,28.0183017253876
JAI004,Jai Hind EMCC,25,PARKHURST FINAL ROUTE,-26.1438185308332,28.0066904425621
DUK008,Greenside Corner,26,PARKHURST FINAL ROUTE,-26.1464008618809,28.0085679888725
RIM002,Rim and Rubber,27,PARKHURST FINAL ROUTE,-26.1464959676212,28.0107298493385
MOM008,Momo Express,28,PARKHURST FINAL ROUTE,-26.1465019869693,28.0113977193832
SHA164,Shadowboxer,29,PARKHURST FINAL ROUTE,-26.1470762313453,28.0112475156784
