ACC #,CUSTOMER NAME ,SEQ
SHU001,SHUMBA VALLEY LODGE & CONFERENCE CENTRE                          ,1
HER034,THE HERTFORD HOTEL                                               ,2
HAN022,HANDS OF COMPASSION                                              ,3
PAR058,PAR AVION ,4
LES001,LESEDI,5
VEN034,THE VENUE COUNTRY HOTEL,6
GOL100,GOLF CLUB,7
MIL190,MILKY LANE WATERFALL MALL RUSTENBURG                             ,8
STE074,STEAKOUT GRILLS ,9
CTF002,CAPE TOWN FISH MARKET ,10
WIM020,WIMPY WATERFALL MALL,11
KAU179,KAUAI RUSTENBURG ,12
SAF034,ORION SAFARI HOTEL ,13
BHA006,BHAROEGH,14
HAR051,HARTLEYS ,15
THA059,THABA LEGAE GUEST LODGE ,16
ROY454,ROYAL BAFOKENG INSTITUTE ,
HED002,HEDGEHOGS,17
PIT036,PITSENG - IMPALAPLATINUM HOSPITAL ,18
PIT874,PITSENG - DRY/FRZ - IMPALAPLATINUM HOSPITAL                      ,19
ROY307,THE ROYAL MARANG HOTEL,20
KED002,KEDAR COUNTRY RETREAT ,21
LEB006,LEBONE COLLEGE OF THE ROYAL BAFOKENG,22
N4G001,N4 GUEST LODGE ,23
TWE010,TWEE RIVIERE PUB & GRILL EVENTS                                  ,24
MOL010,MOLOKWANE LODGE & CONFERENCE ,25
AKW001,AKWAABA LODGE ,26Id,Location Name,Sequence,Route Name,Latitude,Longtitude
SHU001,Shumba Valley Lodge,1,RUST NORTH FINAL ROUTE,-25.9587874480363,27.9175472259521
HER034,The Hertford Hotel,2,RUST NORTH FINAL ROUTE,-25.974876533947,27.9208785295486
HAN022,Hand of Compassion,3,RUST NORTH FINAL ROUTE,-25.9741001028187,27.9126977920532
PAR058,Par Avion - Lanseria,4,RUST NORTH FINAL ROUTE,-25.9428553494588,27.9110240936279
LES001,Lesedi African Lodge & Cultural Village,5,RUST NORTH FINAL ROUTE,-25.8369001496434,27.8846096992493
VEN034,The Venue Country Hotel,6,RUST NORTH FINAL ROUTE,-25.8390824675988,27.8848671913147
GOL100,River Club Golf Course,7,RUST NORTH FINAL ROUTE,-26.0779419680283,28.0393141508102
KAU179,Waterfall Mall Rustenburg,8,RUST NORTH FINAL ROUTE,-25.7079948972293,27.2538614273071
SAF034,Orion Safari Hotel,9,RUST NORTH FINAL ROUTE,-25.6869337834656,27.1981036663055
BHA006,Bharoegh Landgoed,10,RUST NORTH FINAL ROUTE,-25.671889,27.233345
HAR051,Hartley's Pub (Rustenburg),11,RUST NORTH FINAL ROUTE,-25.6723043413502,27.1788561344147
THA059,Thaba Legae Guest Lodge,12,RUST NORTH FINAL ROUTE,-25.6599022348571,27.1795535087585
ROY454,ROYAL BAFOKENG INSTITUTE ???,13,RUST NORTH FINAL ROUTE,-26.663576,25.284176
ZZBHED002,Hedgehog's Nest,14,RUST NORTH FINAL ROUTE,-25.6505018843977,27.1654772758484
PIT036,Impala Platinum Hospital,15,RUST NORTH FINAL ROUTE,-25.5331383741237,27.2006410360336
ROY307,The Royal Marang Hotel,16,RUST NORTH FINAL ROUTE,-25.5375818783762,27.1277546882629
KED002,Kedar Country Retreat,17,RUST NORTH FINAL ROUTE,-25.5495368947411,27.1204859018326
LEB006,Lebone II - College of the Royal Bafokeng,18,RUST NORTH FINAL ROUTE,-25.5968709163793,27.1231091022491
N4G001,N4 Guest Lodge,19,RUST NORTH FINAL ROUTE,-25.6361339713924,27.1352541446686
TWE010,Twee Riviere Pub and Grill Events ,20,RUST NORTH FINAL ROUTE,-25.6171691611966,27.0030158758163
MOL010,Molokwane Lodge and Conference Centre,21,RUST NORTH FINAL ROUTE,-25.6664008094341,27.0552599430084
AKW001,Akwaaba Lodge,22,RUST NORTH FINAL ROUTE,-25.7061001779153,27.0974993705749
