ACC #,CUSTOMER NAME ,SEQ
WIN041,WINSTON HOTEL ,1
PRI083,PRIDWIN COLLEGE,2
FED5094,SAICA FEDICS,3
WAN103,WANDERERS GOLF CLUB,4
WAN010,WANDERERS GOLF CLUB                                              ,5
ATH005,PROTEA HOTEL - WANDERERS                                         ,6
ARB014,ARBOUR CAFÉ,7
PEE005,PEECH HOTEL,8
PEM012,PEMBURY LIFE STYLE GROUP,9
TAS038,TASHAS MELROSE,10
PLA072,MEZEOPOLI MELROSE,11
ROC078,ROCKET EXPRESS II - MELROSE                                      ,12
PIG020,PIGALLE MELROSE ,13
SAN191,SANDWICH BARON CROSS,14
FED4697,FEDICS WORLY PARSONS TWP,15
MOY005,MOYO AT MELROSE ARCH                                             ,16
SAN514,SANDWICH BARON MELROSE CROSSNG                                   ,17
BID005,BIDVEST HEAD OFFICE,18
OOR001,ORIENT RESTAURANT,19
GRA088,GRAND CENTRAL RESTAURANT & BAR                                   ,20
AFR258,AFRICAN PRIDE HOTEL,21
GRA065,GRAND THORTON,22
JES009,JESSSYS CATERING,23
GAT027,GRATE EXPRESS,24
EAT065,EAT FRESH SHA,25
SIL043,SILVA SALE EVENTS & CATERING,26
PAR157,PAREA                                                            ,27
EAT047,EATFRESH TRANS UNION ILLOVO                                      ,28
SAN206,SANDWICH BARON ILLOVO,29
BEE043,BEEFCAKES ,30
TSA532,TSAFRIKA JP MORGAN,31
GRA204,GRANSASSO CATERING & EVENTS,32
GRA052,GRATE,33
FED4580,FEDICS ASSORE,34
FED4059,FEDICS - RESALE - ASSORE                                         ,35
FED4368,FEDICS -  HARDWARE -  ASSORE                                     ,36
INT060,IN THE KITCHEN - ROCHE PRODUCTS,37
UNI444,UNIVERSITY OF PRETORIA - GIBS,38
BOU041,BOULEVARD CAFÉ,39
WES064,WESTBURRY FOOD CONCEPTS,40
MUG269,MUG & BEAN TOTAL ILLOVO                                          ,41
SOP016,SOPHIA BISTRO ,42
NYC001,NYC COFFEE,43
GRA198,GRANSASSO BAKER MAKHENZI,44
STD001,ST DAVIDS,45
DRA054,DRAKE & SCULL  HEAD OFFICE                                       ,46
TUR015,TURN N TENDER ILLOVO                                             ,47
BAR019,BARLOWORLD COORPORATE ,48
TSA376,TSAFRICA SINOSTELL,49
FED4766,FEDICS MEDICLINIC MORNINGSIDE,50
FED4067,FEDICS - RESALE - MORNINGSIDE MEDI CLINIC G                      ,51
COF625,COFFEE COUTURE,52
CIT002,CITY LODGE,53
20W001,THE CAPITAL WEST ,54
GIA005,GIAS,55
PAP048,RISTRETTO  MORNINGSIDE                                           ,56
GAR056,GARDEN COURT MORNINGSIDE,57
HUS013,HUSSAR GRILL MORNINGSIDE,58
TAS031,TASHAS MORNINGSIDE,59
GRE089,GREEN PEPPERCORN,60
LOV024,LOVE FISH,61
MND003,MNDHAVAZI TRADING ENTERPRISE,62
STA190,STANDARD BANK GLOBAL LEADERSHIP CENTRE,63
TSA113,FEDICS CLINTELE LIFE,64
POL029,POLPETTA,65
MOR062,MORNINGSIDE CATERERS ,66
SAI015,SAIGON RESTAURANT,67
SAN461,SANDWICH BARON RIVONIA,68
NIN010,NINOS COFFEE RIVONIA                                             ,69
TEA038,TEAZERS,70
AFR131,AFRIHOST,71
ROA015,ROAD LODGE RIVONIA,72
FED4653,FEDICS - STEINMULLER AFRIKA BILFINGER,73
FED4383,FEDICS HEWLETT ,74
LIL011,LILIES LEAF TRUST ,75
BAR192,BARNYARD THEATER RIVONIA ,76Id,Location Name,Sequence,Route Name,Latitude,Longtitude
WIN041,The Winston Hotel,1,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1484052892527,28.0465212464333
PRI083,Pridwin Preparatory School,2,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1383478935237,28.046105504036
FED5094,Saica,3,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1321955281834,28.0470442771912
WAN010,Wanderers Golf Club,4,ILLOVO FINAL ROUTE FINAL ROUTE,-26.13261693341,28.051518201828
ATH005,Protea Hotel Wanderers,5,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1342302993655,28.0522209405899
ARB014,Arbour cafe,6,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1375653210145,28.0572474002838
PEE005,The Peech Hotel,7,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1366382667935,28.0585992336273
PEM012,Pembury Lifestyle - Melrose,8,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1340472918107,28.0592912435532
VID025,Melrose Arch,9,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1295490686023,28.0712699890137
SAN514,Melrose Crossing,10,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1295875980164,28.0685636401176
GAT027,Wanderers Office Park,11,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1338931799631,28.0561047792435
SIL043,The Wanderers Club,12,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1345963136146,28.0550158023834
PAR157,Parea,13,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1340183958547,28.0485033988953
SAN206,Illovo Muse,14,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1302377799615,28.0492705106735
TSA532,TSAfrica- JP Morgan,15,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1343603308748,28.0448341369629
GRA204,Gransasso Catering and Events,16,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1334814113729,28.0458560585976
CRA072,Illovo Boulevard - South,17,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1343458829365,28.0472266674042
FED4368,Assore Limited,18,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1329660965888,28.0469021201134
INT060,Roche Products,19,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1305845421856,28.0482566356659
GOR001,GIBS Illovo,20,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1307723712938,28.0456387996674
BOU041,Boulevard Cafe,21,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1282884273259,28.0472145974636
MUG269,Mug & Bean Total Illovo,22,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1284244857308,28.0497761070728
SOP016,Sophia's Bistro illovo Square,23,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1273817685984,28.049350976944
GRA198,Commerce Square,24,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1182834861405,28.0453544855118
STD001,St David's Marist,25,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1181143249875,28.0464722155739
DRA054,Drake & Skull Head Office,26,ILLOVO FINAL ROUTE FINAL ROUTE,-26.1182256864225,28.0502334237099
TUR015,Thrupps,27,ILLOVO FINAL ROUTE FINAL ROUTE,-26.128944636756,28.0496393144131
BAR019,Barloworld Corporate Offices,28,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0975363681345,28.0811673402786
TSA377,Sinosteel Plaza,29,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0967607485795,28.0568665266037
FED964,Medi Clinic Morningside,30,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0949493437497,28.0559438467026
CIT002,City Lodge - Hotels Head Office,31,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0765976536241,28.0101478099823
20W001,20 West,32,ILLOVO FINAL ROUTE FINAL ROUTE,-26.091417987206,28.0548441410065
GIA005,Gia's on Montrose,33,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0878383451217,28.0681478977203
FIS300,Broadacres Shopping Centre,34,ILLOVO FINAL ROUTE FINAL ROUTE,-25.9979452907253,27.9825747013092
GAR056,Garden Court - Morningside,35,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0883779482464,28.0583041906357
TAS031,Morningside Shopping Centre,36,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0833720701647,28.0605599284172
MND003,MTN Rivonia,37,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0803559132101,28.0620056390762
STA190,Global Leadership Centre,38,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0760820880908,28.0608683824539
TSA113,TSAFRIKA - C LIENTELE LIFE,39,ILLOVO FINAL ROUTE FINAL ROUTE,-26.07511,28.06506
POL029,90 Degrees Shopping Centre,40,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0709335357821,28.0638751387596
MOR062,Morningside Country Club,41,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0635921808631,28.0589908361435
SAI015,Rivonia Junction,42,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0604634721631,28.0596466362476
ROO068,Rivonia Village,43,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0575539510922,28.0602729320526
TEA038,Teazers,44,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0557467587742,28.0602326989174
AFR131,Afrihost,45,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0470525694182,28.0606511235237
ROA015,Road Lodge - Rivonia,46,ILLOVO FINAL ROUTE FINAL ROUTE,-26.054568454373,28.0578321218491
FED4129,Steinmuller Afrika Bilfinger,47,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0501129590669,28.0585053563118
FED1429,Hewlett Packard,48,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0435607359306,28.0589988827705
LIL011,Liliesleaf Resuorce Centre,49,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0433703569262,28.0539053678513
BAR192,The Barnyard Theatre - Rivonia,50,ILLOVO FINAL ROUTE FINAL ROUTE,-26.0356681825581,28.0594897270203
